ENTREZID,SYMBOL,GENETITLE,CHR_Mapping,BP_Mapping
2212,FCGR2A,Fc fragment of IgG receptor IIa,1,161512492
3310,HSPA6,heat shock protein family A (Hsp70) member 6,1,161525718
9103,FCGR2C,Fc fragment of IgG receptor IIc (gene/pseudogene),1,161591279
2215,FCGR3B,Fc fragment of IgG receptor IIIb,1,161627344
2213,FCGR2B,Fc fragment of IgG receptor IIb,1,161670884
84824,FCRLA,Fc receptor like A,1,161710662
127943,FCRLB,Fc receptor like B,1,161725147
11266,DUSP12,dual specificity phosphatase 12,1,161753466
22926,ATF6,activating transcription factor 6,1,161865157
25903,OLFML2B,olfactomedin like 2B,1,162003828
9722,NOS1AP,nitric oxide synthase 1 adaptor protein,1,162293205
284680,C1orf111,chromosome 1 open reading frame 111,1,162375289
400793,C1orf226,chromosome 1 open reading frame 226,1,162382791
117157,SH2D1B,SH2 domain containing 1B,1,162403702
127933,UHMK1,U2AF homology motif kinase 1,1,162513559
6675,UAP1,UDP-N-acetylglucosamine pyrophosphorylase 1,1,162580729
4921,DDR2,discoidin domain receptor tyrosine kinase 2,1,162706447
51478,HSD17B7,hydroxysteroid 17-beta dehydrogenase 7,1,162798091
339512,CCDC190,coiled-coil domain containing 190,1,162861556
5999,RGS4,regulator of G-protein signaling 4,1,163073243
8490,RGS5,regulator of G-protein signaling 5,1,163239259
83540,NUF2,"NUF2, NDC80 kinetochore complex component",1,163338848
100422212,LOC100422212,eukaryotic translation initiation factor 3 subunit J pseudogene,1,163422130
5087,PBX1,PBX homeobox 1,1,164705591
4009,LMX1A,LIM homeobox transcription factor 1 alpha,1,165279172
6258,RXRG,retinoid X receptor gamma,1,165425744
400794,LOC400794,uncharacterized LOC400794,1,165529498
440699,LRRC52,leucine rich repeat containing 52,1,165554094
4259,MGST3,microsomal glutathione S-transferase 3,1,165643504
223,ALDH9A1,aldehyde dehydrogenase 9 family member A1,1,165680437
54499,TMCO1,transmembrane and coiled-coil domains 1,1,165746606
100147773,LOC100147773,uncharacterized LOC100147773,1,165772188
149297,FAM78B,family with sequence similarity 78 member B,1,166114681
116123,FMO9P,flavin containing monooxygenase 9 pseudogene,1,166614576
57645,POGK,pogo transposable element with KRAB domain,1,166847874
117143,TADA1,transcriptional adaptor 1,1,166866464
387597,ILDR2,immunoglobulin like domain containing receptor 2,1,166944264
84944,MAEL,maelstrom spermatogenic transposon silencer,1,167002273
10223,GPA33,glycoprotein A33,1,167071733
92235,DUSP27,dual specificity phosphatase 27 (putative),1,167111609
5451,POU2F1,POU class 2 homeobox 1,1,167342132
919,CD247,CD247 molecule,1,167474625
8804,CREG1,cellular repressor of E1A stimulated genes 1,1,167547416
92241,RCSD1,RCSD domain containing 1,1,167658132
9019,MPZL1,myelin protein zero like 1,1,167756934
55811,ADCY10,"adenylate cyclase 10, soluble",1,167861807
25874,MPC2,mitochondrial pyruvate carrier 2,1,167926655
55827,DCAF6,DDB1 and CUL4 associated factor 6,1,168006201
23432,GPR161,G protein-coupled receptor 161,1,168108318
261726,TIPRL,TOR signaling pathway regulator,1,168188049
375035,SFT2D2,SFT2 domain containing 2,1,168234433
9095,TBX19,T-box 19,1,168297734
100505918,LOC100505918,uncharacterized LOC100505918,1,168411422
101928565,LOC101928565,uncharacterized LOC101928565,1,168479879
6375,XCL1,X-C motif chemokine ligand 1,1,168579275
1805,DPT,dermatopontin,1,168712330
79100,LINC00626,long intergenic non-protein coding RNA 626,1,168789914
101978719,LINC00970,long intergenic non-protein coding RNA 970,1,168995455
481,ATP1B1,ATPase Na+/K+ transporting subunit beta 1,1,169119715
29922,NME7,NME/NM23 family member 7,1,169250246
8548,BLZF1,basic leucine zipper nuclear factor 1,1,169377644
57821,CCDC181,coiled-coil domain containing 181,1,169419470
10560,SLC19A2,solute carrier family 19 member 2,1,169474940
2153,F5,coagulation factor V,1,169549242
6403,SELP,selectin P,1,169609494
6402,SELL,selectin L,1,169700472
6401,SELE,selectin E,1,169728359
92342,METTL18,methyltransferase like 18,1,169793682
55732,C1orf112,chromosome 1 open reading frame 112,1,169811885
57147,SCYL3,SCY1 like pseudokinase 3,1,169873517
22920,KIFAP3,kinesin associated protein 3,1,169996577
284688,LINC01142,long intergenic non-protein coding RNA 1142,1,170277806
92344,GORAB,"golgin, RAB6 interacting",1,170540966
5396,PRRX1,paired related homeobox 1,1,170701786
80133,MROH9,maestro heat like repeat family member 9,1,170983634
2328,FMO3,flavin containing monooxygenase 3,1,171104348
388714,FMO6P,flavin containing monooxygenase 6 pseudogene,1,171149651
2327,FMO2,flavin containing monooxygenase 2,1,171198945
2326,FMO1,flavin containing monooxygenase 1,1,171269587
2329,FMO4,flavin containing monooxygenase 4,1,171328133
23215,PRRC2C,proline rich coiled-coil 2C,1,171539519
4653,MYOC,myocilin,1,171644025
8674,VAMP4,vesicle associated membrane protein 4,1,171721197
51603,METTL13,methyltransferase like 13,1,171789668
26052,DNM3,dynamin 3,1,172057266
100628315,DNM3OS,DNM3 opposite strand/antisense RNA,1,172140857
5279,PIGC,phosphatidylinositol glycan anchor biosynthesis class C,1,172442773
92346,C1orf105,chromosome 1 open reading frame 105,1,172452809
51430,SUCO,SUN domain containing ossification factor,1,172572283
356,FASLG,Fas ligand,1,172662940
8995,TNFSF18,tumor necrosis factor superfamily member 18,1,173046091
7292,TNFSF4,tumor necrosis factor superfamily member 4,1,173195083
101928673,LOC101928673,uncharacterized LOC101928673,1,173439575
9588,PRDX6,peroxiredoxin 6,1,173483077
284525,SLC9C2,solute carrier family 9 member C2 (putative),1,173551779
339416,ANKRD45,ankyrin repeat domain 45,1,173639099
27252,KLHL20,kelch like family member 20,1,173750822
91687,CENPL,centromere protein L,1,173811967
55157,DARS2,"aspartyl-tRNA synthetase 2, mitochondrial",1,173841601
100506046,GAS5-AS1,GAS5 antisense RNA 1,1,173863594
60674,GAS5,growth arrest specific 5 (non-protein coding),1,173865944
84614,ZBTB37,zinc finger and BTB domain containing 37,1,173874246
462,SERPINC1,serpin family C member 1,1,173910591
149041,RC3H1,ring finger and CCCH-type domains 1,1,173962078
9293,GPR52,G protein-coupled receptor 52,1,174448809
9910,RABGAP1L,RAB GTPase activating protein 1 like,1,174853916
27101,CACYBP,calcyclin binding protein,1,175005811
63931,MRPS14,mitochondrial ribosomal protein S14,1,175018206
63923,TNN,tenascin N,1,175107962
9674,KIAA0040,KIAA0040,1,175174970
7143,TNR,tenascin R,1,175533207
101928751,LOC101928751,uncharacterized LOC101928751,1,175878903
64326,RFWD2,ring finger and WD repeat domain 2,1,176076035
60676,PAPPA2,pappalysin 2,1,176615095
460,ASTN1,astrotactin 1,1,177013649
57795,BRINP2,BMP/retinoic acid inducible neural specific 2,1,177226905
101928778,LOC101928778,uncharacterized LOC101928778,1,177705427
89866,SEC16B,"SEC16 homolog B, endoplasmic reticulum export factor",1,177949511
730102,LOC730102,quinone oxidoreductase-like protein 2 pseudogene,1,178022073
9462,RASAL2,RAS protein activator like 2,1,178348556
84066,TEX35,testis expressed 35,1,178517866
400798,C1orf220,chromosome 1 open reading frame 220,1,178545842
55103,RALGPS2,Ral GEF with PH domain and SH3 binding motif 2,1,178823494
9068,ANGPTL1,angiopoietin like 1,1,178860307
9917,FAM20B,"FAM20B, glycosaminoglycan xylosylkinase",1,179051263
64222,TOR3A,torsin family 3 member A,1,179088985
27,ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase",1,179151948
6646,SOAT1,sterol O-acyltransferase 1,1,179326196
126859,AXDND1,axonemal dynein light chain domain containing 1,1,179460290
7827,NPHS2,"NPHS2, podocin",1,179563245
163589,TDRD5,tudor domain containing 5,1,179643301
148753,FAM163A,family with sequence similarity 163 member A,1,179764149
163590,TOR1AIP2,torsin 1A interacting protein 2,1,179863652
26092,TOR1AIP1,torsin 1A interacting protein 1,1,179901059
9857,CEP350,centrosomal protein 350,1,180034826
5768,QSOX1,quiescin sulfhydryl oxidase 1,1,180176433
89884,LHX4,LIM homeobox 4,1,180252675
100527964,LHX4-AS1,LHX4 antisense RNA 1,1,180272172
84320,ACBD6,acyl-CoA binding domain containing 6,1,180395552
148756,OVAAL,ovarian adenocarcinoma amplified long non-coding RNA,1,180562746
9213,XPR1,xenotropic and polytropic retrovirus receptor 1,1,180748291
57710,KIAA1614,KIAA1614,1,180929640
10228,STX6,syntaxin 6,1,180997917
3140,MR1,"major histocompatibility complex, class I-related",1,181047681
51278,IER5,immediate early response 5,1,181089672
101928973,LOC101928973,uncharacterized LOC101928973,1,181178345
777,CACNA1E,calcium voltage-gated channel subunit alpha1 E,1,181645167
2752,GLUL,glutamate-ammonia ligase,1,182384949
127670,TEDDM1,transmembrane epididymal protein 1,1,182399366
353299,RGSL1,regulator of G-protein signaling like 1,1,182505359
6041,RNASEL,ribonuclease L,1,182581446
6004,RGS16,regulator of G-protein signaling 16,1,182601518
284648,LOC284648,uncharacterized LOC284648,1,182615886
85397,RGS8,regulator of G-protein signaling 8,1,182657373
80896,NPL,N-acetylneuraminate pyruvate lyase,1,182809916
1660,DHX9,DEAH-box helicase 9,1,182863643
81626,SHCBP1L,SHC binding and spindle associated 1 like,1,182926694
3915,LAMC1,laminin subunit gamma 1,1,183084526
3918,LAMC2,laminin subunit gamma 2,1,183214619
23057,NMNAT2,nicotinamide nucleotide adenylyltransferase 2,1,183304961
284649,SMG7-AS1,SMG7 antisense RNA 1,1,183466429
9887,SMG7,"SMG7, nonsense mediated mRNA decay factor",1,183513282
4688,NCF2,neutrophil cytosolic factor 2,1,183573162
10092,ARPC5,actin related protein 2/3 complex subunit 5,1,183631067
403314,APOBEC4,apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4,1,183649794
23179,RGL1,ral guanine nucleotide dissociation stimulator like 1,1,183824557
23127,COLGALT2,collagen beta(1-O)galactosyltransferase 2,1,183985258
116461,TSEN15,tRNA splicing endonuclease subunit 15,1,184062930
81563,C1orf21,chromosome 1 open reading frame 21,1,184508018
80267,EDEM3,ER degradation enhancing alpha-mannosidase like protein 3,1,184722699
116496,FAM129A,family with sequence similarity 129 member A,1,184882805
6045,RNF2,ring finger protein 2,1,185074013
81627,TRMT1L,tRNA methyltransferase 1 like,1,185137563
54823,SWT1,"SWT1, RNA endoribonuclease homolog",1,185224445
10625,IVNS1ABP,influenza virus NS1A binding protein,1,185306858
100288079,GS1-279B7.1,microtubule associated protein 1 light chain 3 beta pseudogene,1,185329443
101929093,LINC01350,long intergenic non-protein coding RNA 1350,1,185593434
83872,HMCN1,hemicentin 1,1,185962752
10216,PRG4,proteoglycan 4,1,186305417
7175,TPR,"translocated promoter region, nuclear basket protein",1,186343489
54953,C1orf27,chromosome 1 open reading frame 27,1,186398564
10896,OCLM,oculomedin,1,186401013
5132,PDC,phosducin,1,186449241
5743,PTGS2,prostaglandin-endoperoxide synthase 2,1,186676119
5321,PLA2G4A,phospholipase A2 group IVA,1,186908940
339479,BRINP3,BMP/retinoic acid inducible neural specific 3,1,190287306
101929120,LINC01351,long intergenic non-protein coding RNA 1351,1,190479899
440704,LOC440704,uncharacterized LOC440704,1,190713274
64407,RGS18,regulator of G-protein signaling 18,1,192172138
5996,RGS1,regulator of G-protein signaling 1,1,192577878
6003,RGS13,regulator of G-protein signaling 13,1,192648224
5997,RGS2,regulator of G-protein signaling 2,1,192810658
51377,UCHL5,ubiquitin C-terminal hydrolase L5,1,193038258
6738,TROVE2,TROVE domain family member 2,1,193073819
51022,GLRX2,glutaredoxin 2,1,193101255
8707,B3GALT2,"beta-1,3-galactosyltransferase 2",1,193182671
79577,CDC73,cell division cycle 73,1,193188385
343450,KCNT2,potassium sodium-activated channel subfamily T member 2,1,196417106
3075,CFH,complement factor H,1,196688206
10878,CFHR3,complement factor H related 3,1,196784436
10877,CFHR4,complement factor H related 4,1,196903363
3080,CFHR2,complement factor H related 2,1,196951497
81494,CFHR5,complement factor H related 5,1,196993605
2165,F13B,coagulation factor XIII B chain,1,197053229
259266,ASPM,abnormal spindle microtubule assembly,1,197115410
360023,ZBTB41,zinc finger and BTB domain containing 41,1,197177112
23418,CRB1,"crumbs 1, cell polarity complex component",1,197356644
163486,DENND1B,DENN domain containing 1B,1,197686248
388722,C1orf53,chromosome 1 open reading frame 53,1,197904959
56956,LHX9,LIM homeobox 9,1,197922544
140609,NEK7,NIMA related kinase 7,1,198239698
127124,ATP6V1G3,ATPase H+ transporting V1 subunit G3,1,198532083
5788,PTPRC,"protein tyrosine phosphatase, receptor type C",1,198677126
102800316,LINC01222,long intergenic non-protein coding RNA 1222,1,199005776
2494,NR5A2,nuclear receptor subfamily 5 group A member 2,1,200106317
554279,LINC00862,long intergenic non-protein coding RNA 862,1,200358168
23528,ZNF281,zinc finger protein 281,1,200407502
9928,KIF14,kinesin family member 14,1,200585641
83479,DDX59,DEAD-box helicase 59,1,200655938
101929224,LOC101929224,uncharacterized LOC101929224,1,200681878
23271,CAMSAP2,calmodulin regulated spectrin associated protein family member 2,1,200800132
2848,GPR25,G protein-coupled receptor 25,1,200873566
55765,C1orf106,chromosome 1 open reading frame 106,1,200904448
23046,KIF21B,kinesin family member 21B,1,200996543
779,CACNA1S,calcium voltage-gated channel subunit alpha1 S,1,201076039
647219,ASCL5,achaete-scute family bHLH transcription factor 5,1,201114662
252839,TMEM9,transmembrane protein 9,1,201148919
91156,IGFN1,immunoglobulin-like and fibronectin type III domain containing 1,1,201209888
5317,PKP1,plakophilin 1,1,201308222
7139,TNNT2,"troponin T2, cardiac type",1,201368354
3898,LAD1,ladinin 1,1,201390189
7135,TNNI1,"troponin I1, slow skeletal type",1,201412756
23612,PHLDA3,pleckstrin homology like domain family A member 3,1,201467026
1465,CSRP1,cysteine and glycine rich protein 1,1,201493543
376693,RPS10P7,ribosomal protein S10 pseudogene 7,1,201520248
89796,NAV1,neuron navigator 1,1,201760526
55705,IPO9,importin 9,1,201856727
149345,SHISA4,shisa family member 4,1,201890630
25802,LMOD1,leiomodin 1,1,201921522
10440,TIMM17A,translocase of inner mitochondrial membrane 17 homolog A (yeast),1,201963076
6051,RNPEP,arginyl aminopeptidase,1,201994565
1999,ELF3,E74 like ETS transcription factor 3,1,202013874
9283,GPR37L1,G protein-coupled receptor 37 like 1,1,202126203
127829,ARL8A,ADP ribosylation factor like GTPase 8A,1,202139073
5778,PTPN7,"protein tyrosine phosphatase, non-receptor type 7",1,202153901
59352,LGR6,leucine rich repeat containing G protein-coupled receptor 6,1,202261867
29089,UBE2T,ubiquitin conjugating enzyme E2 T,1,202336811
4660,PPP1R12B,protein phosphatase 1 regulatory subunit 12B,1,202488026
127833,SYT2,synaptotagmin 2,1,202633767
10765,KDM5B,lysine demethylase 5B,1,202767327
100506696,PCAT6,prostate cancer associated transcript 6 (non-protein coding),1,202811429
641515,MGAT4EP,"MGAT4 family member E, pseudogene",1,202823735
148709,LOC148709,actin pseudogene,1,202868497
5877,RABIF,RAB interacting factor,1,202883769
59349,KLHL12,kelch like family member 12,1,202909527
51094,ADIPOR1,adiponectin receptor 1,1,202949571
51706,CYB5R1,cytochrome b5 reductase 1,1,202964574
8497,PPFIA4,PTPRF interacting protein alpha 4,1,203052628
4656,MYOG,myogenin,1,203084583
134,ADORA1,adenosine A1 receptor,1,203147556
4608,MYBPH,myosin binding protein H,1,203171812
1116,CHI3L1,chitinase 3 like 1,1,203182862
1118,CHIT1,chitinase 1,1,203222905
730227,LINC01136,long intergenic non-protein coding RNA 1136,1,203302041
7832,BTG2,BTG anti-proliferation factor 2,1,203307568
2331,FMOD,fibromodulin,1,203346025
5549,PRELP,proline and arginine rich end leucine rich repeat protein,1,203483553
26254,OPTC,opticin,1,203501546
493,ATP2B4,ATPase plasma membrane Ca2+ transporting 4,1,203685434
84719,LINC00260,long intergenic non-protein coding RNA 260,1,203731214
54900,LAX1,lymphocyte transmembrane adaptor 1,1,203771874
100381270,ZBED6,zinc finger BED-type containing 6,1,203799297
6635,SNRPE,small nuclear ribonucleoprotein polypeptide E,1,203866434
9580,SOX13,SRY-box 13,1,204100430
55224,ETNK2,ethanolamine kinase 2,1,204141621
101929441,LOC101929441,uncharacterized LOC101929441,1,204142208
5972,REN,renin,1,204160576
3814,KISS1,KiSS-1 metastasis-suppressor,1,204193416
127845,GOLT1A,golgi transport 1A,1,204206126
22874,PLEKHA6,pleckstrin homology domain containing A6,1,204289390
127841,LINC00628,long intergenic non-protein coding RNA 628,1,204369074
84919,PPP1R15B,protein phosphatase 1 regulatory subunit 15B,1,204407590
5287,PIK3C2B,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,1,204456488
4194,MDM4,"MDM4, p53 regulator",1,204537249
10446,LRRN2,leucine rich repeat neuronal 2,1,204651292
23114,NFASC,neurofascin,1,204937387
6900,CNTN2,contactin 2,1,205060651
5929,RBBP5,"RB binding protein 5, histone lysine methyltransferase complex subunit",1,205104082
25778,DSTYK,dual serine/threonine and tyrosine protein kinase,1,205177051
9911,TMCC2,transmembrane and coiled-coil domain family 2,1,205258345
55220,KLHDC8A,kelch domain containing 8A,1,205346555
284576,LEMD1-AS1,LEMD1 antisense RNA 1,1,205380346
93273,LEMD1,LEM domain containing 1,1,205401732
101669762,BLACAT1,bladder cancer associated transcript 1 (non-protein coding),1,205445486
5129,CDK18,cyclin dependent kinase 18,1,205518674
284578,LOC284578,uncharacterized LOC284578,1,205555454
148808,MFSD4A,major facilitator superfamily domain containing 4A,1,205585951
2005,ELK4,"ELK4, ETS transcription factor",1,205623238
85414,SLC45A3,solute carrier family 45 member 3,1,205669177
64710,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1,1,205731531
8934,RAB29,"RAB29, member RAS oncogene family",1,205771734
